Timestamp;"Timezone : Europe/Oslo";Temperature;Humidity;CO2;Noise;Pressure
1688188196;"2023/07/01 07:09:56";21;55;501;39;998.9
1688188499;"2023/07/01 07:14:59";21;55;508;39;998.8
1688188801;"2023/07/01 07:20:01";21;55;498;39;998.8
1688189103;"2023/07/01 07:25:03";21;55;491;40;998.8
1688189405;"2023/07/01 07:30:05";21;55;505;40;998.7
1688189708;"2023/07/01 07:35:08";21;55;491;40;998.7
1688190010;"2023/07/01 07:40:10";21;55;529;40;998.7
1688190312;"2023/07/01 07:45:12";21;55;491;40;998.8
1688190615;"2023/07/01 07:50:15";21;55;501;40;998.8
1688190917;"2023/07/01 07:55:17";21;55;495;40;998.7
1688191219;"2023/07/01 08:00:19";21;54;501;40;998.7
1688191521;"2023/07/01 08:05:21";21;54;498;39;998.7
1688191824;"2023/07/01 08:10:24";21;54;491;40;998.7
1688192126;"2023/07/01 08:15:26";21;54;501;39;998.7
1688192428;"2023/07/01 08:20:28";21;54;505;39;998.6
1688192731;"2023/07/01 08:25:31";21.1;54;505;40;998.6
1688193033;"2023/07/01 08:30:33";21.2;54;540;41;998.6
1688193335;"2023/07/01 08:35:35";21.3;54;556;43;998.6
1688193638;"2023/07/01 08:40:38";21.5;54;598;44;998.6
1688193940;"2023/07/01 08:45:40";21.6;54;559;42;998.6
1688194242;"2023/07/01 08:50:42";21.6;54;519;42;998.6
1688194545;"2023/07/01 08:55:45";21.6;54;499;40;998.6
1688194847;"2023/07/01 09:00:47";21.7;54;496;41;998.6
1688195149;"2023/07/01 09:05:49";21.7;53;488;44;998.4
1688195452;"2023/07/01 09:10:52";21.7;53;492;48;998.5
1688195754;"2023/07/01 09:15:54";21.7;53;509;46;998.4
1688196056;"2023/07/01 09:20:56";21.7;53;500;46;998.5
1688196358;"2023/07/01 09:25:58";21.7;53;503;46;998.5
1688196661;"2023/07/01 09:31:01";21.7;53;496;45;998.4
1688196963;"2023/07/01 09:36:03";21.8;53;470;46;998.4
1688197265;"2023/07/01 09:41:05";21.8;53;482;46;998.4
1688197568;"2023/07/01 09:46:08";21.8;53;497;46;998.4
1688197870;"2023/07/01 09:51:10";21.8;53;467;47;998.4
1688198172;"2023/07/01 09:56:12";21.8;53;482;47;998.5
1688198475;"2023/07/01 10:01:15";21.8;53;479;45;998.5
1688198777;"2023/07/01 10:06:17";21.9;53;483;44;998.4
1688199079;"2023/07/01 10:11:19";22;53;498;45;998.3
1688199381;"2023/07/01 10:16:21";22.1;53;493;44;998.4
1688199684;"2023/07/01 10:21:24";22.1;53;483;45;998.4
1688199986;"2023/07/01 10:26:26";22.1;52;483;41;998.4
1688200288;"2023/07/01 10:31:28";22.2;52;486;43;998.4
1688200590;"2023/07/01 10:36:30";22.3;52;486;40;998.3
1688200893;"2023/07/01 10:41:33";22.3;52;501;41;998.3
1688201195;"2023/07/01 10:46:35";22.4;52;486;41;998.2
1688201498;"2023/07/01 10:51:38";22.4;52;499;41;998.3
1688201800;"2023/07/01 10:56:40";22.4;52;505;41;998.3
1688202102;"2023/07/01 11:01:42";22.5;52;499;41;998.2
1688202404;"2023/07/01 11:06:44";22.6;52;508;41;998.3
1688202707;"2023/07/01 11:11:47";22.6;52;521;40;998.3
1688203009;"2023/07/01 11:16:49";22.6;51;495;40;998.3
1688203311;"2023/07/01 11:21:51";22.7;51;553;42;998.2
1688203614;"2023/07/01 11:26:54";22.7;51;527;40;998.2
1688203916;"2023/07/01 11:31:56";22.7;51;502;40;998.1
1688204218;"2023/07/01 11:36:58";22.7;51;511;41;998.2
1688204520;"2023/07/01 11:42:00";22.7;50;499;40;998.1
1688204822;"2023/07/01 11:47:02";22.7;50;515;40;998
1688205125;"2023/07/01 11:52:05";22.8;50;495;41;998
1688205427;"2023/07/01 11:57:07";22.8;50;511;42;997.9
1688205729;"2023/07/01 12:02:09";22.8;50;511;42;997.9
1688206032;"2023/07/01 12:07:12";22.9;50;522;42;997.8
1688206334;"2023/07/01 12:12:14";22.9;50;533;43;997.7
1688206636;"2023/07/01 12:17:16";22.9;50;533;47;997.7
1688206939;"2023/07/01 12:22:19";22.9;50;522;46;997.6
1688207241;"2023/07/01 12:27:21";22.9;50;509;46;997.5
1688207543;"2023/07/01 12:32:23";23;50;516;47;997.5
1688207846;"2023/07/01 12:37:26";23;49;531;44;997.5
1688208148;"2023/07/01 12:42:28";23.1;49;522;45;997.4
1688208450;"2023/07/01 12:47:30";23.1;49;519;46;997.4
1688208752;"2023/07/01 12:52:32";23.2;49;554;41;997.4
1688209055;"2023/07/01 12:57:35";23.2;49;578;42;997.3
1688209357;"2023/07/01 13:02:37";23.2;49;572;43;997.2
1688209659;"2023/07/01 13:07:39";23.1;49;575;41;997.2
1688209962;"2023/07/01 13:12:42";23;49;560;41;997.2
1688210264;"2023/07/01 13:17:44";23;49;529;41;997.2
1688210566;"2023/07/01 13:22:46";23;49;516;41;997.1
1688210869;"2023/07/01 13:27:49";22.9;49;495;40;997.1
1688211171;"2023/07/01 13:32:51";22.9;49;479;40;997
1688211473;"2023/07/01 13:37:53";22.9;49;470;40;997
1688211776;"2023/07/01 13:42:56";22.9;49;467;41;997
1688212078;"2023/07/01 13:47:58";22.8;49;456;41;997
1688212380;"2023/07/01 13:53:00";22.8;49;473;41;997.1
1688212683;"2023/07/01 13:58:03";22.7;48;450;40;997
1688212985;"2023/07/01 14:03:05";22.6;48;450;41;997
1688213287;"2023/07/01 14:08:07";22.6;49;455;42;997
1688213589;"2023/07/01 14:13:09";22.6;49;446;42;997
1688213892;"2023/07/01 14:18:12";22.6;49;452;41;996.9
1688214194;"2023/07/01 14:23:14";22.6;49;464;41;996.9
1688214496;"2023/07/01 14:28:16";22.6;49;453;41;996.8
1688214799;"2023/07/01 14:33:19";22.6;49;453;41;996.7
1688215101;"2023/07/01 14:38:21";22.6;49;467;41;996.7
1688215403;"2023/07/01 14:43:23";22.5;49;443;41;996.7
1688215705;"2023/07/01 14:48:25";22.5;49;463;40;996.7
1688216008;"2023/07/01 14:53:28";22.5;49;463;40;996.6
1688216310;"2023/07/01 14:58:30";22.5;49;443;40;996.6
1688216612;"2023/07/01 15:03:32";22.6;49;453;41;996.6
1688216914;"2023/07/01 15:08:34";22.6;49;453;41;996.5
1688217217;"2023/07/01 15:13:37";22.5;49;437;41;996.5
1688217519;"2023/07/01 15:18:39";22.5;49;450;41;996.5
1688217821;"2023/07/01 15:23:41";22.5;48;447;41;996.5
1688218123;"2023/07/01 15:28:43";22.5;48;437;41;996.4
1688218426;"2023/07/01 15:33:46";22.5;48;450;41;996.4
1688218728;"2023/07/01 15:38:48";22.5;49;453;41;996.4
1688219030;"2023/07/01 15:43:50";22.5;49;444;43;996.4
1688219332;"2023/07/01 15:48:52";22.4;49;450;40;996.3
1688219635;"2023/07/01 15:53:55";22.4;49;447;41;996.2
1688219937;"2023/07/01 15:58:57";22.4;49;438;41;996.2
1688220239;"2023/07/01 16:03:59";22.4;49;456;40;996.2
1688220542;"2023/07/01 16:09:02";22.4;49;453;41;996.2
1688220844;"2023/07/01 16:14:04";22.3;49;453;40;996.1
1688221146;"2023/07/01 16:19:06";22.3;49;453;41;996.1
1688221448;"2023/07/01 16:24:08";22.3;49;450;41;996
1688221751;"2023/07/01 16:29:11";22.3;49;441;41;996
1688222053;"2023/07/01 16:34:13";22.3;49;450;41;995.9
1688222356;"2023/07/01 16:39:16";22.3;49;432;40;995.9
1688222658;"2023/07/01 16:44:18";22.3;49;444;40;995.9
1688222960;"2023/07/01 16:49:20";22.3;49;444;41;995.8
1688223263;"2023/07/01 16:54:23";22.3;49;432;40;995.8
1688223565;"2023/07/01 16:59:25";22.3;49;450;40;995.7
1688223867;"2023/07/01 17:04:27";22.3;49;444;40;995.7
1688224169;"2023/07/01 17:09:29";22.3;49;444;40;995.6
1688224472;"2023/07/01 17:14:32";22.3;49;438;40;995.6
1688224774;"2023/07/01 17:19:34";22.3;49;444;40;995.6
1688225076;"2023/07/01 17:24:36";22.3;49;444;40;995.5
1688225379;"2023/07/01 17:29:39";22.3;49;444;41;995.5
1688225681;"2023/07/01 17:34:41";22.3;49;450;41;995.5
1688225983;"2023/07/01 17:39:43";22.3;49;441;41;995.4
1688226285;"2023/07/01 17:44:45";22.3;49;435;41;995.4
1688226588;"2023/07/01 17:49:48";22.3;49;441;40;995.3
1688226890;"2023/07/01 17:54:50";22.3;49;444;40;995.2
1688227192;"2023/07/01 17:59:52";22.3;49;429;40;995.2
1688227495;"2023/07/01 18:04:55";22.3;49;438;41;995
1688227797;"2023/07/01 18:09:57";22.3;49;453;40;995
1688228099;"2023/07/01 18:14:59";22.3;50;441;40;995
1688228402;"2023/07/01 18:20:02";22.2;50;450;40;995
1688228704;"2023/07/01 18:25:04";22.2;50;438;40;994.9
1688229006;"2023/07/01 18:30:06";22.2;50;444;39;994.9
1688229309;"2023/07/01 18:35:09";22.2;50;441;40;994.8
1688229611;"2023/07/01 18:40:11";22.1;50;461;41;994.8
1688229913;"2023/07/01 18:45:13";22.1;51;444;41;994.8
1688230216;"2023/07/01 18:50:16";22.1;51;447;41;994.7
1688230518;"2023/07/01 18:55:18";22.1;51;447;41;994.7
1688230821;"2023/07/01 19:00:21";22.1;51;453;41;994.6
1688231123;"2023/07/01 19:05:23";22.1;51;431;41;994.6
1688231425;"2023/07/01 19:10:25";22.1;52;438;41;994.5
1688231728;"2023/07/01 19:15:28";22.1;52;454;41;994.4
1688232030;"2023/07/01 19:20:30";22;52;438;40;994.3
1688232332;"2023/07/01 19:25:32";22;52;467;40;994.3
1688232635;"2023/07/01 19:30:35";22;52;457;40;994.2
1688232937;"2023/07/01 19:35:37";22;52;437;40;994.1
1688233239;"2023/07/01 19:40:39";22;52;454;40;994.1
1688233541;"2023/07/01 19:45:41";22;53;431;39;994.1
1688233844;"2023/07/01 19:50:44";22;53;431;39;994.1
1688234146;"2023/07/01 19:55:46";22;53;447;39;993.9
1688234448;"2023/07/01 20:00:48";22;53;441;40;993.8
1688234751;"2023/07/01 20:05:51";22;53;447;41;993.8
1688235053;"2023/07/01 20:10:53";22;54;431;41;993.8
1688235355;"2023/07/01 20:15:55";22;54;441;41;993.7
1688235658;"2023/07/01 20:20:58";22;54;454;41;993.7
1688235960;"2023/07/01 20:26:00";22;54;431;40;993.6
1688236262;"2023/07/01 20:31:02";22;54;444;40;993.6
1688236564;"2023/07/01 20:36:04";21.9;54;438;40;993.6
1688236867;"2023/07/01 20:41:07";21.9;54;432;40;993.5
1688237169;"2023/07/01 20:46:09";21.9;54;438;40;993.5
1688237471;"2023/07/01 20:51:11";21.9;54;450;40;993.5
1688237774;"2023/07/01 20:56:14";21.9;54;441;40;993.5
1688238076;"2023/07/01 21:01:16";21.9;54;432;40;993.5
1688238379;"2023/07/01 21:06:19";21.9;54;441;40;993.5
1688238681;"2023/07/01 21:11:21";21.9;54;428;41;993.5
1688238983;"2023/07/01 21:16:23";21.9;54;444;41;993.5
1688239285;"2023/07/01 21:21:25";21.9;54;429;41;993.4
1688239588;"2023/07/01 21:26:28";21.9;54;441;41;993.3
1688239890;"2023/07/01 21:31:30";21.9;54;432;40;993.3
1688240192;"2023/07/01 21:36:32";21.9;54;438;40;993.3
1688240495;"2023/07/01 21:41:35";21.9;54;441;40;993.3
1688240797;"2023/07/01 21:46:37";21.8;54;441;39;993.3
1688241099;"2023/07/01 21:51:39";21.8;54;435;40;993.2
1688241401;"2023/07/01 21:56:41";21.8;54;447;39;993.2
1688241704;"2023/07/01 22:01:44";21.8;54;450;40;993.1
1688242006;"2023/07/01 22:06:46";21.8;54;435;40;993.1
1688242308;"2023/07/01 22:11:48";21.7;54;422;40;993
1688242610;"2023/07/01 22:16:50";21.7;54;432;41;992.9
1688242913;"2023/07/01 22:21:53";21.7;54;426;41;992.9
1688243215;"2023/07/01 22:26:55";21.7;54;422;41;992.9
1688243518;"2023/07/01 22:31:58";21.7;54;432;41;992.9
1688243820;"2023/07/01 22:37:00";21.7;54;432;42;992.8
1688244122;"2023/07/01 22:42:02";21.7;55;423;40;992.8
1688244424;"2023/07/01 22:47:04";21.7;55;426;40;992.8
1688244727;"2023/07/01 22:52:07";21.7;55;438;40;992.8
1688245029;"2023/07/01 22:57:09";21.6;55;441;40;992.8
1688245331;"2023/07/01 23:02:11";21.6;55;438;40;992.8
1688245633;"2023/07/01 23:07:13";21.6;55;429;41;992.7
1688245936;"2023/07/01 23:12:16";21.6;55;416;40;992.6
1688246238;"2023/07/01 23:17:18";21.5;55;418;40;992.5
1688246540;"2023/07/01 23:22:20";21.5;55;418;40;992.5
1688246843;"2023/07/01 23:27:23";21.5;55;432;41;992.4
1688247145;"2023/07/01 23:32:25";21.5;56;423;41;992.3
1688247447;"2023/07/01 23:37:27";21.5;56;441;41;992.3
1688247750;"2023/07/01 23:42:30";21.5;56;426;41;992.3
1688248052;"2023/07/01 23:47:32";21.5;56;426;40;992.2
1688248354;"2023/07/01 23:52:34";21.5;56;432;40;992.2
1688248657;"2023/07/01 23:57:37";21.4;56;431;40;992.2
1688248959;"2023/07/02 00:02:39";21.4;56;428;40;992.2
1688249261;"2023/07/02 00:07:41";21.4;56;434;40;992.1
1688249563;"2023/07/02 00:12:43";21.4;56;415;39;992
1688249866;"2023/07/02 00:17:46";21.4;56;425;39;992
1688250168;"2023/07/02 00:22:48";21.4;56;425;40;991.9
1688250470;"2023/07/02 00:27:50";21.4;56;431;40;991.9
1688250772;"2023/07/02 00:32:52";21.4;56;440;40;991.8
1688251075;"2023/07/02 00:37:55";21.4;56;448;41;991.8
1688251377;"2023/07/02 00:42:57";21.4;56;428;41;991.7
1688251679;"2023/07/02 00:47:59";21.3;57;437;41;991.6
1688251982;"2023/07/02 00:53:02";21.3;57;447;40;991.6
1688252284;"2023/07/02 00:58:04";21.3;57;437;40;991.6
1688252586;"2023/07/02 01:03:06";21.4;57;431;40;991.5
1688252889;"2023/07/02 01:08:09";21.5;57;432;39;991.5
1688253191;"2023/07/02 01:13:11";21.6;57;451;39;991.4
1688253493;"2023/07/02 01:18:13";21.7;57;426;39;991.4
1688253796;"2023/07/02 01:23:16";21.8;56;439;39;991.4
1688254098;"2023/07/02 01:28:18";21.9;56;448;39;991.3
1688254400;"2023/07/02 01:33:20";21.9;56;448;39;991.3
1688254702;"2023/07/02 01:38:22";21.9;56;436;39;991.2
1688255005;"2023/07/02 01:43:25";21.9;56;461;40;991.2
1688255307;"2023/07/02 01:48:27";21.9;56;451;40;991.1
1688255609;"2023/07/02 01:53:29";22;56;448;41;991.1
1688255911;"2023/07/02 01:58:31";22;56;455;41;991
1688256214;"2023/07/02 02:03:34";22;56;455;40;991
1688256516;"2023/07/02 02:08:36";22;56;462;39;990.9
1688256818;"2023/07/02 02:13:38";22;56;455;39;990.8
1688257121;"2023/07/02 02:18:41";22;56;445;39;990.7
1688257423;"2023/07/02 02:23:43";22;56;448;39;990.7
1688257725;"2023/07/02 02:28:45";22;56;455;40;990.6
1688258028;"2023/07/02 02:33:48";22;56;448;39;990.6
1688258330;"2023/07/02 02:38:50";22;56;458;39;990.5
1688258632;"2023/07/02 02:43:52";22;56;451;39;990.5
1688258935;"2023/07/02 02:48:55";22;56;459;40;990.3
1688259238;"2023/07/02 02:53:58";22;56;451;40;990.3
1688259541;"2023/07/02 02:59:01";22;56;455;41;990.3
1688259843;"2023/07/02 03:04:03";22;56;459;41;990.2
1688260146;"2023/07/02 03:09:06";22.1;56;451;41;990.2
1688260448;"2023/07/02 03:14:08";22;56;469;41;990.2
1688260750;"2023/07/02 03:19:10";22;56;459;40;990.2
1688261052;"2023/07/02 03:24:12";22;57;455;40;990.2
1688261355;"2023/07/02 03:29:15";22;57;469;40;990.1
1688261657;"2023/07/02 03:34:17";22;57;451;39;990.1
1688261959;"2023/07/02 03:39:19";22;57;463;39;990.1
1688262261;"2023/07/02 03:44:21";22;57;463;40;990
1688262564;"2023/07/02 03:49:24";22;57;452;40;989.9
1688262866;"2023/07/02 03:54:26";22;57;456;39;989.9
1688263168;"2023/07/02 03:59:28";22;57;448;39;989.9
1688263471;"2023/07/02 04:04:31";22;57;466;40;989.9
1688263773;"2023/07/02 04:09:33";22;57;463;40;989.8
1688264075;"2023/07/02 04:14:35";22;57;449;41;989.8
1688264378;"2023/07/02 04:19:38";22;57;445;40;989.7
1688264680;"2023/07/02 04:24:40";22;57;433;39;989.6
1688264982;"2023/07/02 04:29:42";22;57;459;39;989.6
1688265284;"2023/07/02 04:34:44";22;57;452;39;989.5
1688265587;"2023/07/02 04:39:47";22;57;439;39;989.5
1688265889;"2023/07/02 04:44:49";22;57;446;40;989.5
1688266191;"2023/07/02 04:49:51";22;57;446;39;989.5
1688266493;"2023/07/02 04:54:53";21.9;57;446;39;989.4
1688266796;"2023/07/02 04:59:56";21.9;57;455;39;989.4
1688267098;"2023/07/02 05:04:58";21.9;57;449;39;989.3
1688267400;"2023/07/02 05:10:00";21.9;57;446;39;989.2
1688267703;"2023/07/02 05:15:03";21.9;57;446;40;989.1
1688268005;"2023/07/02 05:20:05";21.9;57;452;40;989.1
1688268307;"2023/07/02 05:25:07";21.9;57;446;40;989
1688268610;"2023/07/02 05:30:10";21.9;57;446;40;988.9
1688268912;"2023/07/02 05:35:12";21.9;57;462;39;988.9
1688269214;"2023/07/02 05:40:14";21.9;57;462;40;988.9
1688269516;"2023/07/02 05:45:16";21.9;57;455;40;988.9
1688269819;"2023/07/02 05:50:19";21.9;57;443;39;988.9
1688270121;"2023/07/02 05:55:21";21.9;57;452;39;988.8
1688270423;"2023/07/02 06:00:23";21.9;57;443;39;988.8
1688270726;"2023/07/02 06:05:26";21.8;57;440;39;988.8
1688271028;"2023/07/02 06:10:28";21.8;57;446;39;988.7
1688271331;"2023/07/02 06:15:31";21.8;57;446;39;988.7
1688271633;"2023/07/02 06:20:33";21.8;57;462;39;988.7
1688271935;"2023/07/02 06:25:35";21.8;57;440;40;988.6
1688272238;"2023/07/02 06:30:38";21.7;57;423;41;988.6
1688272540;"2023/07/02 06:35:40";21.7;58;443;41;988.6
1688272842;"2023/07/02 06:40:42";21.7;58;440;41;988.5
1688273144;"2023/07/02 06:45:44";21.7;58;440;39;988.5
1688273446;"2023/07/02 06:50:46";21.6;58;434;39;988.5
1688273749;"2023/07/02 06:55:49";21.6;58;437;39;988.4
1688274051;"2023/07/02 07:00:51";21.7;58;455;39;988.4
1688274353;"2023/07/02 07:05:53";21.7;58;449;39;988.4
1688274656;"2023/07/02 07:10:56";21.7;58;449;39;988.3
1688274958;"2023/07/02 07:15:58";21.7;58;449;39;988.3
1688275260;"2023/07/02 07:21:00";21.7;58;428;40;988.2
1688275562;"2023/07/02 07:26:02";21.7;58;443;40;988.2
1688275865;"2023/07/02 07:31:05";21.7;58;455;40;988.2
1688276167;"2023/07/02 07:36:07";21.7;58;446;41;988.2
1688276469;"2023/07/02 07:41:09";21.7;58;443;41;988.2
1688276772;"2023/07/02 07:46:12";21.7;58;449;41;988.1
1688277074;"2023/07/02 07:51:14";21.7;58;434;41;988.1
1688277376;"2023/07/02 07:56:16";21.7;58;437;40;988.1
1688277679;"2023/07/02 08:01:19";21.6;58;428;39;988.1
1688277981;"2023/07/02 08:06:21";21.6;58;449;40;988.1
1688278283;"2023/07/02 08:11:23";21.6;58;440;45;988.2
1688278585;"2023/07/02 08:16:25";21.5;58;434;41;988.1
1688278888;"2023/07/02 08:21:28";21.6;58;443;39;988.1
1688279190;"2023/07/02 08:26:30";21.6;58;440;39;988
1688279492;"2023/07/02 08:31:32";21.6;58;434;39;988
1688279795;"2023/07/02 08:36:35";21.5;58;440;40;987.9
1688280097;"2023/07/02 08:41:37";21.5;59;440;40;988
1688280399;"2023/07/02 08:46:39";21.4;59;436;41;988.1
1688280702;"2023/07/02 08:51:42";21.3;59;430;41;988.1
1688281004;"2023/07/02 08:56:44";21.3;59;433;41;988.1
1688281306;"2023/07/02 09:01:46";21.3;59;442;40;988.2
1688281609;"2023/07/02 09:06:49";21.2;59;423;40;988.2
1688281911;"2023/07/02 09:11:51";21.2;59;430;39;988.3
1688282213;"2023/07/02 09:16:53";21.2;59;436;39;988.3
1688282516;"2023/07/02 09:21:56";21.3;59;427;39;988.3
1688282818;"2023/07/02 09:26:58";21.2;59;430;39;988.3
1688283120;"2023/07/02 09:32:00";21.2;59;427;40;988.3
1688283422;"2023/07/02 09:37:02";21.2;59;439;40;988.4
1688283725;"2023/07/02 09:42:05";21.2;59;419;39;988.5
1688284027;"2023/07/02 09:47:07";21.2;59;427;40;988.5
1688284330;"2023/07/02 09:52:10";21.2;58;430;40;988.5
1688284632;"2023/07/02 09:57:12";21.1;58;430;41;988.5
1688284934;"2023/07/02 10:02:14";21.1;58;422;42;988.6
1688285237;"2023/07/02 10:07:17";21.1;58;433;42;988.6
1688285539;"2023/07/02 10:12:19";21.1;58;439;42;988.6
1688285841;"2023/07/02 10:17:21";21.2;58;422;41;988.7
1688286144;"2023/07/02 10:22:24";21.2;58;419;40;988.7
1688286446;"2023/07/02 10:27:26";21.2;58;433;40;988.7
1688286748;"2023/07/02 10:32:28";21.3;57;422;41;988.9
1688287050;"2023/07/02 10:37:30";21.3;57;442;40;989
1688287352;"2023/07/02 10:42:32";21.3;57;429;41;989
1688287655;"2023/07/02 10:47:35";21.3;57;426;41;989.1
1688287957;"2023/07/02 10:52:37";21.2;57;436;40;989.1
1688288259;"2023/07/02 10:57:39";21.1;56;422;40;989.1
1688288561;"2023/07/02 11:02:41";21.1;56;429;40;989.1
1688288864;"2023/07/02 11:07:44";21.1;56;422;41;989.2
1688289166;"2023/07/02 11:12:46";21.1;56;423;41;989.2
1688289468;"2023/07/02 11:17:48";21.1;56;416;41;989.2
1688289770;"2023/07/02 11:22:50";21.1;56;426;41;989.2
1688290073;"2023/07/02 11:27:53";21.2;56;429;41;989.2
1688290375;"2023/07/02 11:32:55";21.2;56;422;41;989.2
1688290677;"2023/07/02 11:37:57";21.2;56;413;41;989.2
1688290980;"2023/07/02 11:43:00";21.1;55;419;41;989.2
1688291282;"2023/07/02 11:48:02";21.1;55;426;41;989.3
